algorithm_name,size,solution,generations,time,conflicts
genetic2,10,"[3, 2, 0, 4, 0, 4, 5, 9, 4, 6]",999,13.509642362594604,8
hill_climbing,10,"[0, 3, 6, 8, 7, 4, 1, 5, 9, 1]",540,0.004685163497924805,2
simulated_annealing,10,"[5, 9, 1, 3, 0, 6, 8, 2, 4, 7]",1000,0.046936988830566406,1
genetic,10,"[5, 2, 6, 1, 7, 4, 1, 0, 8, 5]",1000,14.234012126922607,3
genetic2,10,"[1, 1, 7, 1, 5, 4, 8, 0, 2, 2]",999,13.632333993911743,9
hill_climbing,10,"[8, 2, 4, 1, 9, 0, 5, 7, 2, 6]",360,0.0031752586364746094,1
simulated_annealing,10,"[6, 2, 5, 7, 0, 3, 8, 4, 1, 9]",871,0.04065537452697754,0
genetic,10,"[5, 2, 6, 3, 9, 7, 9, 2, 6, 1]",1000,14.173282146453857,4
genetic2,10,"[5, 7, 3, 1, 8, 1, 6, 3, 3, 0]",999,13.637757778167725,7
hill_climbing,10,"[7, 3, 1, 8, 2, 9, 6, 8, 5, 0]",450,0.0039865970611572266,1
simulated_annealing,10,"[2, 6, 1, 7, 5, 0, 9, 4, 8, 3]",269,0.012571573257446289,0
genetic,10,"[7, 9, 0, 3, 1, 4, 9, 6, 3, 5]",1000,14.204338550567627,3
genetic2,10,"[5, 4, 9, 0, 5, 3, 0, 1, 4, 4]",999,13.52019214630127,8
hill_climbing,10,"[8, 0, 2, 4, 6, 9, 3, 5, 7, 1]",360,0.0032563209533691406,2
simulated_annealing,10,"[4, 0, 3, 8, 7, 5, 2, 9, 1, 6]",1000,0.04683947563171387,1
genetic,10,"[5, 8, 4, 7, 0, 9, 1, 1, 9, 3]",1000,14.205904483795166,4
genetic2,10,"[5, 2, 5, 9, 1, 5, 9, 7, 8, 0]",999,13.692211389541626,9
hill_climbing,10,"[6, 2, 9, 5, 1, 8, 4, 0, 7, 3]",450,0.003988504409790039,0
simulated_annealing,10,"[7, 4, 2, 0, 6, 9, 5, 8, 1, 3]",483,0.022639036178588867,0
genetic,10,"[8, 3, 7, 7, 1, 8, 0, 5, 3, 2]",1000,14.230959177017212,4
genetic2,10,"[6, 9, 6, 1, 4, 1, 8, 6, 7, 4]",999,13.55077314376831,9
hill_climbing,10,"[5, 7, 0, 4, 8, 1, 9, 6, 3, 1]",540,0.00482630729675293,1
simulated_annealing,10,"[3, 0, 7, 1, 8, 6, 2, 9, 5, 9]",1000,0.04719257354736328,1
genetic,10,"[1, 6, 0, 9, 8, 4, 0, 3, 3, 4]",1000,14.228761672973633,5
genetic2,10,"[6, 3, 4, 4, 8, 4, 2, 7, 6, 1]",999,13.66854190826416,7
hill_climbing,10,"[8, 6, 9, 3, 1, 4, 7, 5, 2, 0]",450,0.003951311111450195,1
simulated_annealing,10,"[8, 3, 5, 2, 0, 9, 6, 4, 1, 7]",1000,0.04712319374084473,1
genetic,10,"[2, 7, 1, 4, 5, 0, 0, 3, 6, 3]",1000,14.218953847885132,4
genetic2,10,"[4, 9, 0, 0, 5, 3, 9, 1, 7, 8]",999,13.550858497619629,6
hill_climbing,10,"[9, 3, 8, 4, 4, 0, 5, 5, 1, 6]",360,0.0031003952026367188,3
simulated_annealing,10,"[3, 0, 7, 9, 1, 5, 2, 8, 6, 4]",981,0.04558134078979492,0
genetic,10,"[3, 1, 3, 2, 9, 6, 4, 0, 0, 5]",1000,14.206356763839722,4
genetic2,10,"[2, 7, 3, 6, 7, 1, 4, 4, 7, 4]",999,13.51938533782959,8
hill_climbing,10,"[4, 0, 8, 3, 5, 3, 1, 9, 7, 2]",450,0.0040740966796875,2
simulated_annealing,10,"[2, 8, 5, 1, 9, 6, 4, 7, 0, 3]",1000,0.046678781509399414,1
genetic,10,"[8, 3, 7, 0, 4, 9, 5, 5, 3, 1]",1000,14.143571853637695,4
genetic2,10,"[9, 2, 7, 9, 4, 1, 4, 8, 5, 4]",999,13.487531661987305,7
hill_climbing,10,"[7, 2, 8, 5, 1, 4, 0, 6, 3, 9]",450,0.004050493240356445,1
simulated_annealing,10,"[2, 6, 1, 3, 7, 9, 4, 8, 5, 0]",364,0.016925334930419922,0
genetic,10,"[6, 2, 9, 1, 4, 7, 9, 3, 3, 0]",1000,14.128947973251343,3
genetic2,10,"[9, 5, 2, 7, 4, 8, 4, 4, 9, 3]",999,13.42191457748413,7
hill_climbing,10,"[2, 5, 9, 4, 1, 8, 6, 3, 7, 0]",630,0.0054361820220947266,0
simulated_annealing,10,"[2, 5, 8, 6, 1, 3, 0, 7, 9, 4]",1000,0.04645252227783203,1
genetic,10,"[0, 4, 7, 1, 5, 9, 7, 3, 0, 8]",1000,14.20256519317627,4
genetic2,10,"[1, 7, 4, 8, 1, 3, 6, 0, 0, 6]",999,13.666388750076294,7
hill_climbing,12,"[7, 5, 10, 0, 6, 1, 11, 8, 3, 9, 4, 2]",792,0.010043621063232422,1
simulated_annealing,12,"[9, 3, 6, 2, 10, 5, 11, 0, 4, 7, 1, 8]",734,0.04913520812988281,0
genetic,12,"[7, 0, 6, 8, 5, 1, 9, 0, 10, 9, 11, 2]",1000,15.090362787246704,5
genetic2,12,"[8, 6, 8, 9, 2, 0, 5, 7, 10, 9, 7, 3]",999,14.311699390411377,7
hill_climbing,12,"[11, 3, 0, 9, 4, 2, 7, 10, 1, 5, 8, 10]",792,0.010083436965942383,2
simulated_annealing,12,"[6, 3, 1, 10, 8, 0, 2, 5, 11, 9, 7, 4]",1000,0.06703066825866699,1
genetic,12,"[0, 2, 5, 5, 0, 6, 3, 9, 8, 1, 4, 10]",1000,15.059327363967896,6
genetic2,12,"[10, 5, 11, 4, 2, 6, 1, 6, 7, 3, 4, 8]",999,14.256145477294922,8
hill_climbing,12,"[8, 2, 9, 4, 0, 7, 10, 3, 1, 6, 10, 6]",792,0.010134696960449219,4
simulated_annealing,12,"[3, 1, 4, 11, 9, 6, 10, 0, 2, 8, 5, 7]",600,0.04015517234802246,0
genetic,12,"[10, 3, 3, 9, 8, 1, 11, 2, 11, 9, 7, 4]",1000,15.080006837844849,5
genetic2,12,"[4, 10, 5, 8, 6, 4, 1, 11, 9, 6, 2, 9]",999,14.261273860931396,6
hill_climbing,12,"[3, 1, 8, 5, 1, 6, 11, 0, 4, 0, 9, 9]",660,0.008205890655517578,3
simulated_annealing,12,"[5, 1, 6, 0, 10, 7, 9, 3, 1, 8, 11, 2]",1000,0.06680798530578613,1
genetic,12,"[5, 4, 0, 5, 11, 8, 3, 7, 2, 2, 6, 3]",1000,15.099420547485352,6
genetic2,12,"[1, 9, 3, 4, 7, 7, 2, 4, 6, 6, 10, 6]",999,14.527270078659058,10
hill_climbing,12,"[0, 7, 5, 1, 6, 1, 3, 11, 9, 2, 4, 10]",924,0.011888504028320312,1
simulated_annealing,12,"[0, 8, 3, 5, 6, 2, 9, 11, 4, 7, 1, 10]",1000,0.06746172904968262,1
genetic,12,"[11, 8, 5, 3, 1, 3, 11, 9, 10, 1, 0, 4]",1000,15.12669062614441,5
genetic2,12,"[4, 4, 11, 9, 3, 10, 8, 6, 8, 2, 8, 2]",999,14.321106195449829,9
hill_climbing,12,"[5, 1, 4, 9, 11, 6, 10, 3, 0, 8, 4, 2]",792,0.009921550750732422,1
simulated_annealing,12,"[5, 9, 6, 1, 7, 11, 3, 0, 10, 8, 4, 2]",468,0.031156301498413086,0
genetic,12,"[4, 11, 10, 3, 7, 9, 8, 6, 2, 6, 1, 5]",1000,15.12264370918274,6
genetic2,12,"[6, 9, 6, 9, 11, 2, 6, 11, 9, 7, 4, 8]",999,14.324336528778076,11
hill_climbing,12,"[3, 9, 0, 4, 10, 7, 11, 1, 1, 8, 5, 2]",792,0.010095357894897461,2
simulated_annealing,12,"[0, 6, 8, 5, 1, 1, 10, 2, 6, 3, 9, 4]",1000,0.06676554679870605,2
genetic,12,"[6, 2, 11, 10, 7, 11, 1, 5, 2, 0, 8, 4]",1000,15.081340312957764,5
genetic2,12,"[1, 8, 2, 3, 11, 7, 10, 6, 0, 11, 6, 3]",999,14.425231218338013,8
hill_climbing,12,"[6, 2, 0, 5, 9, 5, 10, 4, 1, 8, 11, 3]",660,0.008342266082763672,2
simulated_annealing,12,"[3, 9, 6, 4, 1, 11, 0, 7, 10, 8, 5, 2]",587,0.039238691329956055,0
genetic,12,"[11, 1, 6, 2, 0, 10, 4, 0, 9, 4, 10, 8]",1000,15.125429391860962,4
genetic2,12,"[3, 0, 9, 9, 9, 6, 1, 8, 1, 11, 10, 11]",999,14.302697896957397,9
hill_climbing,12,"[1, 9, 4, 10, 3, 11, 11, 7, 3, 6, 2, 7]",528,0.006680488586425781,3
simulated_annealing,12,"[11, 2, 8, 6, 3, 7, 10, 1, 5, 9, 0, 4]",1000,0.0666966438293457,1
genetic,12,"[0, 6, 1, 11, 0, 3, 10, 8, 9, 1, 3, 5]",1000,15.14736795425415,5
genetic2,12,"[7, 4, 10, 8, 4, 2, 9, 2, 1, 5, 5, 5]",999,14.293358087539673,10
hill_climbing,12,"[1, 10, 8, 3, 9, 2, 9, 11, 0, 7, 4, 6]",792,0.00998234748840332,1
simulated_annealing,12,"[9, 2, 5, 7, 10, 3, 0, 6, 4, 11, 1, 8]",474,0.031743764877319336,0
genetic,12,"[5, 9, 10, 4, 0, 8, 7, 2, 10, 8, 4, 11]",1000,15.098869562149048,6
genetic2,12,"[8, 8, 10, 6, 2, 1, 7, 4, 6, 1, 9, 11]",999,14.319139242172241,7
hill_climbing,12,"[7, 11, 0, 3, 6, 9, 2, 10, 1, 4, 5, 8]",792,0.009793281555175781,1
simulated_annealing,12,"[4, 7, 1, 3, 11, 0, 8, 5, 2, 10, 6, 2]",1000,0.0672309398651123,1
genetic,12,"[7, 6, 8, 0, 4, 1, 7, 5, 11, 1, 3, 10]",1000,15.15711522102356,5
genetic2,12,"[4, 2, 1, 3, 6, 9, 5, 5, 0, 7, 10, 11]",999,14.52707052230835,8
hill_climbing,12,"[6, 3, 7, 0, 4, 9, 5, 0, 2, 10, 8, 1]",924,0.011562347412109375,1
simulated_annealing,12,"[3, 5, 10, 8, 0, 2, 7, 1, 6, 11, 9, 4]",205,0.013847589492797852,0
genetic,12,"[6, 1, 10, 5, 11, 9, 11, 9, 2, 4, 3, 10]",1000,15.143171548843384,5
genetic2,12,"[1, 10, 2, 2, 6, 8, 1, 5, 11, 2, 4, 2]",999,14.44175124168396,10
hill_climbing,12,"[2, 4, 7, 11, 3, 1, 6, 9, 5, 10, 8, 0]",660,0.008339643478393555,1
simulated_annealing,12,"[4, 0, 3, 9, 7, 5, 11, 1, 10, 6, 6, 2]",1000,0.06685471534729004,1
genetic,12,"[2, 7, 1, 10, 0, 6, 11, 9, 1, 5, 4, 6]",1000,15.138327836990356,6
genetic2,12,"[9, 10, 5, 2, 11, 5, 7, 11, 8, 5, 4, 6]",999,14.318942785263062,7
hill_climbing,12,"[2, 10, 5, 11, 0, 3, 6, 8, 1, 8, 0, 2]",792,0.009823799133300781,3
simulated_annealing,12,"[2, 9, 6, 3, 7, 11, 1, 8, 5, 0, 4, 10]",350,0.023256301879882812,0
genetic,12,"[7, 9, 4, 2, 10, 1, 7, 10, 0, 11, 8, 8]",1000,15.143128871917725,5
genetic2,12,"[3, 5, 11, 6, 7, 7, 4, 4, 1, 10, 5, 1]",999,14.323426723480225,10
hill_climbing,12,"[3, 9, 0, 10, 5, 1, 6, 11, 7, 2, 4, 8]",1056,0.013023853302001953,0
simulated_annealing,12,"[3, 6, 9, 1, 8, 0, 2, 8, 5, 11, 4, 10]",1000,0.06739997863769531,1
genetic,12,"[0, 6, 1, 6, 0, 11, 4, 4, 6, 3, 5, 7]",1000,15.07702350616455,7
genetic2,12,"[6, 6, 7, 3, 1, 4, 7, 8, 2, 9, 1, 0]",999,14.291034698486328,9
hill_climbing,12,"[4, 9, 11, 6, 1, 2, 0, 3, 7, 10, 8, 11]",792,0.009949922561645508,3
simulated_annealing,12,"[1, 6, 10, 3, 11, 8, 4, 9, 0, 2, 9, 7]",1000,0.06673121452331543,1
genetic,12,"[6, 0, 9, 3, 0, 8, 6, 2, 10, 1, 5, 5]",1000,15.128288269042969,6
genetic2,12,"[1, 5, 8, 1, 11, 7, 9, 6, 10, 4, 9, 3]",999,14.446287870407104,6
hill_climbing,12,"[7, 2, 11, 5, 10, 9, 6, 3, 1, 8, 5, 0]",528,0.006558418273925781,2
simulated_annealing,12,"[5, 8, 4, 1, 10, 2, 9, 6, 0, 3, 11, 7]",786,0.052463531494140625,0
genetic,12,"[7, 10, 3, 6, 8, 4, 1, 9, 2, 5, 0, 9]",1000,15.107471227645874,4
genetic2,12,"[0, 10, 7, 2, 10, 3, 10, 9, 4, 6, 2, 3]",999,14.360801935195923,9
hill_climbing,12,"[0, 10, 3, 1, 6, 9, 2, 5, 11, 8, 4, 2]",792,0.00975656509399414,3
simulated_annealing,12,"[1, 8, 2, 5, 9, 1, 4, 0, 11, 3, 7, 10]",1000,0.06696128845214844,1
genetic,12,"[4, 1, 8, 6, 9, 7, 0, 11, 1, 6, 1, 3]",1000,15.07869839668274,6
genetic2,12,"[5, 1, 5, 10, 5, 1, 4, 9, 3, 5, 11, 2]",999,14.302310228347778,10
hill_climbing,12,"[11, 7, 3, 1, 8, 5, 0, 2, 9, 4, 6, 10]",660,0.008196592330932617,2
simulated_annealing,12,"[11, 7, 3, 0, 8, 5, 0, 10, 1, 4, 6, 9]",1000,0.06682538986206055,1
genetic,12,"[6, 2, 0, 8, 3, 4, 7, 10, 11, 1, 10, 5]",1000,15.083738088607788,4
genetic2,12,"[11, 5, 1, 0, 5, 7, 0, 4, 8, 0, 2, 6]",999,14.510300397872925,10
hill_climbing,12,"[8, 5, 3, 0, 6, 10, 1, 7, 4, 2, 9, 2]",924,0.011615514755249023,1
simulated_annealing,12,"[6, 2, 10, 1, 4, 8, 11, 3, 10, 0, 9, 5]",1000,0.06696271896362305,1
genetic,12,"[10, 4, 0, 7, 5, 1, 3, 4, 8, 8, 9, 2]",1000,15.12807011604309,6
genetic2,12,"[9, 0, 10, 4, 9, 1, 9, 9, 2, 10, 5, 6]",999,14.244823694229126,10
hill_climbing,12,"[9, 1, 4, 11, 8, 3, 1, 10, 7, 2, 6, 0]",792,0.009971380233764648,2
simulated_annealing,12,"[3, 5, 11, 0, 10, 6, 4, 9, 1, 8, 2, 7]",1000,0.06686282157897949,1
genetic,12,"[1, 4, 1, 1, 11, 9, 0, 11, 3, 0, 2, 8]",1000,15.101040363311768,6
genetic2,12,"[9, 6, 8, 6, 2, 8, 10, 2, 10, 3, 11, 0]",999,14.366020679473877,8
hill_climbing,12,"[5, 2, 0, 3, 8, 4, 9, 10, 0, 11, 1, 7]",660,0.008372068405151367,2
simulated_annealing,12,"[5, 9, 1, 10, 0, 6, 8, 2, 11, 3, 7, 4]",779,0.05247378349304199,0
genetic,12,"[2, 5, 2, 6, 10, 10, 0, 3, 3, 6, 9, 1]",1000,15.068153619766235,6
genetic2,12,"[10, 2, 1, 2, 8, 3, 1, 9, 5, 0, 4, 2]",999,14.271634340286255,8
hill_climbing,12,"[4, 1, 8, 2, 9, 6, 3, 10, 0, 11, 5, 7]",924,0.011799335479736328,0
simulated_annealing,12,"[2, 7, 9, 11, 3, 1, 10, 8, 5, 3, 0, 6]",1000,0.06697344779968262,1
genetic,12,"[3, 11, 8, 4, 2, 0, 7, 5, 10, 1, 6, 2]",1000,15.072041273117065,6
genetic2,12,"[11, 1, 4, 10, 8, 4, 2, 0, 7, 10, 7, 5]",999,14.277211904525757,4
hill_climbing,12,"[10, 6, 11, 1, 5, 1, 9, 7, 3, 0, 2, 8]",660,0.00824117660522461,2
simulated_annealing,12,"[7, 3, 1, 8, 2, 11, 9, 3, 5, 10, 4, 6]",1000,0.06780362129211426,1
genetic,12,"[7, 0, 11, 9, 5, 0, 2, 3, 3, 2, 8, 11]",1000,15.092496156692505,7
genetic2,12,"[5, 5, 11, 7, 1, 10, 9, 7, 1, 3, 9, 3]",999,14.300294876098633,10
hill_climbing,12,"[5, 1, 11, 6, 0, 7, 2, 4, 9, 1, 8, 10]",660,0.008423566818237305,2
simulated_annealing,12,"[4, 8, 1, 9, 7, 0, 11, 3, 6, 10, 5, 2]",1000,0.06757450103759766,1
genetic,12,"[10, 3, 10, 2, 5, 1, 7, 11, 8, 6, 10, 0]",1000,15.121468305587769,5
genetic2,12,"[10, 5, 7, 5, 11, 6, 3, 4, 6, 10, 2, 7]",999,14.389385223388672,8
hill_climbing,12,"[6, 8, 10, 5, 1, 9, 5, 0, 2, 4, 11, 7]",792,0.009972095489501953,1
simulated_annealing,12,"[7, 9, 11, 2, 8, 6, 3, 9, 0, 5, 10, 4]",1000,0.06671833992004395,1
genetic,12,"[5, 4, 8, 11, 0, 3, 10, 4, 5, 3, 9, 6]",1000,15.082325458526611,5
genetic2,12,"[0, 4, 10, 0, 2, 5, 5, 1, 9, 11, 5, 6]",999,14.314824104309082,7
hill_climbing,12,"[1, 3, 5, 8, 11, 9, 6, 2, 0, 7, 0, 10]",924,0.01167440414428711,1
simulated_annealing,12,"[8, 5, 11, 2, 6, 10, 3, 0, 9, 7, 4, 1]",672,0.04476356506347656,0
genetic,12,"[5, 7, 0, 4, 11, 1, 5, 2, 10, 1, 9, 8]",1000,15.090471029281616,4
genetic2,12,"[7, 7, 0, 3, 11, 2, 5, 2, 1, 10, 0, 3]",999,14.281045198440552,7
hill_climbing,12,"[0, 8, 5, 9, 1, 10, 4, 11, 7, 2, 6, 3]",792,0.00996708869934082,1
simulated_annealing,12,"[5, 7, 6, 4, 11, 1, 8, 10, 2, 0, 3, 9]",1000,0.06726431846618652,1
genetic,12,"[2, 11, 7, 2, 9, 5, 1, 10, 6, 7, 8, 0]",1000,15.080312490463257,6
genetic2,12,"[1, 4, 2, 9, 0, 7, 5, 7, 2, 8, 3, 8]",999,14.379496812820435,7
hill_climbing,12,"[1, 9, 4, 10, 10, 3, 5, 11, 8, 0, 2, 6]",1056,0.013245582580566406,1
simulated_annealing,12,"[8, 6, 4, 1, 11, 9, 7, 10, 3, 0, 2, 5]",277,0.01851487159729004,0
genetic,12,"[3, 7, 9, 4, 6, 1, 6, 8, 0, 8, 10, 2]",1000,15.270517349243164,5
genetic2,12,"[2, 3, 2, 0, 7, 5, 0, 6, 9, 8, 1, 8]",999,14.52426552772522,10
hill_climbing,12,"[6, 0, 7, 10, 8, 5, 2, 1, 3, 11, 11, 4]",792,0.009988784790039062,2
simulated_annealing,12,"[8, 3, 9, 2, 10, 1, 6, 11, 5, 7, 0, 4]",733,0.049417734146118164,0
genetic,12,"[1, 8, 1, 3, 0, 9, 11, 9, 7, 4, 2, 10]",1000,15.136740446090698,5
genetic2,12,"[7, 10, 4, 1, 1, 9, 10, 11, 4, 0, 4, 6]",999,14.32233715057373,9
hill_climbing,15,"[0, 9, 13, 10, 1, 4, 8, 11, 12, 7, 6, 14, 2, 14, 3]",1050,0.02077460289001465,4
simulated_annealing,15,"[7, 1, 1, 12, 9, 13, 10, 3, 14, 2, 4, 8, 0, 11, 6]",1000,0.10573434829711914,1
genetic,15,"[4, 11, 7, 10, 3, 12, 4, 13, 5, 10, 13, 9, 6, 1, 8]",1000,16.720141887664795,8
genetic2,15,"[12, 4, 2, 11, 12, 10, 7, 3, 0, 11, 5, 9, 9, 10, 2]",999,15.823341131210327,10
hill_climbing,15,"[13, 9, 6, 14, 5, 2, 0, 8, 10, 4, 1, 7, 11, 3, 12]",1050,0.020501136779785156,3
simulated_annealing,15,"[6, 6, 10, 5, 14, 12, 9, 4, 2, 7, 3, 11, 13, 8, 0]",1000,0.10522103309631348,1
genetic,15,"[1, 11, 13, 12, 7, 0, 3, 6, 8, 9, 13, 13, 2, 14, 6]",1000,16.734069108963013,8
genetic2,15,"[6, 2, 1, 12, 11, 13, 10, 2, 5, 11, 0, 10, 12, 14, 6]",999,15.84407377243042,10
hill_climbing,15,"[7, 13, 6, 12, 5, 11, 14, 4, 10, 1, 9, 2, 0, 8, 14]",1050,0.020303726196289062,1
simulated_annealing,15,"[11, 6, 12, 1, 8, 8, 13, 3, 0, 9, 7, 5, 14, 2, 13]",1000,0.10532617568969727,2
genetic,15,"[10, 7, 0, 7, 12, 10, 6, 14, 4, 2, 13, 8, 5, 4, 6]",1000,16.6843364238739,8
genetic2,15,"[13, 8, 13, 6, 0, 7, 10, 4, 12, 8, 11, 5, 10, 4, 3]",999,15.806338787078857,10
hill_climbing,15,"[2, 11, 13, 8, 1, 9, 0, 6, 14, 1, 10, 12, 3, 6, 4]",1050,0.02034306526184082,3
simulated_annealing,15,"[7, 5, 0, 14, 12, 8, 2, 4, 10, 0, 9, 11, 13, 1, 6]",1000,0.10536813735961914,1
genetic,15,"[8, 1, 8, 13, 11, 6, 1, 5, 12, 2, 7, 10, 3, 8, 0]",1000,16.676804065704346,8
genetic2,15,"[10, 9, 2, 8, 11, 2, 1, 1, 6, 3, 12, 14, 12, 5, 7]",999,15.837456464767456,7
hill_climbing,15,"[2, 6, 11, 7, 14, 3, 3, 13, 8, 10, 0, 10, 12, 9, 1]",1050,0.02030158042907715,4
simulated_annealing,15,"[8, 3, 5, 12, 1, 6, 11, 14, 2, 7, 9, 4, 0, 13, 10]",1000,0.10575723648071289,1
genetic,15,"[4, 4, 9, 0, 0, 11, 3, 1, 14, 4, 13, 13, 2, 2, 5]",1000,16.773448705673218,10
genetic2,15,"[8, 12, 2, 12, 1, 2, 0, 10, 10, 7, 8, 10, 13, 4, 9]",999,15.923296451568604,10
hill_climbing,15,"[3, 1, 9, 11, 2, 7, 7, 13, 0, 6, 14, 5, 5, 8, 13]",1050,0.021059751510620117,3
simulated_annealing,15,"[11, 9, 7, 3, 0, 14, 12, 8, 6, 4, 2, 13, 5, 10, 13]",1000,0.10599756240844727,1
genetic,15,"[1, 13, 7, 8, 12, 2, 8, 14, 2, 6, 3, 6, 0, 5, 4]",1000,16.762457132339478,7
genetic2,15,"[13, 2, 2, 14, 1, 2, 12, 9, 6, 0, 6, 10, 14, 3, 13]",999,16.025718212127686,12
hill_climbing,15,"[10, 0, 6, 3, 12, 2, 9, 5, 1, 8, 11, 13, 6, 3, 0]",1050,0.020713329315185547,5
simulated_annealing,15,"[6, 8, 10, 13, 0, 2, 4, 1, 7, 11, 3, 14, 12, 5, 9]",314,0.03367948532104492,0
genetic,15,"[0, 7, 12, 1, 11, 7, 10, 4, 14, 5, 0, 4, 8, 12, 14]",1000,16.827500820159912,10
genetic2,15,"[7, 13, 7, 0, 9, 14, 7, 10, 10, 13, 3, 5, 10, 12, 6]",999,15.855492115020752,12
hill_climbing,15,"[14, 5, 1, 1, 6, 11, 2, 8, 13, 12, 3, 0, 12, 4, 9]",1050,0.02078843116760254,3
simulated_annealing,15,"[5, 12, 9, 7, 3, 14, 2, 10, 1, 6, 11, 13, 4, 13, 0]",1000,0.10480308532714844,1
genetic,15,"[9, 0, 10, 7, 10, 6, 13, 0, 11, 11, 12, 2, 9, 3, 8]",1000,16.73245859146118,7
genetic2,15,"[5, 14, 1, 14, 3, 6, 3, 13, 10, 4, 2, 11, 10, 0, 14]",999,15.85208773612976,9
hill_climbing,15,"[4, 4, 8, 14, 11, 3, 6, 1, 13, 10, 3, 0, 2, 12, 9]",1050,0.020985126495361328,3
simulated_annealing,15,"[14, 5, 2, 10, 3, 0, 12, 9, 4, 1, 13, 8, 3, 11, 7]",1000,0.10494709014892578,1
genetic,15,"[10, 8, 7, 2, 10, 1, 10, 0, 12, 6, 4, 11, 0, 11, 3]",1000,16.7780339717865,8
genetic2,15,"[3, 8, 11, 5, 14, 9, 11, 2, 11, 6, 13, 4, 1, 13, 2]",999,15.816112995147705,11
hill_climbing,15,"[12, 5, 1, 14, 7, 2, 8, 13, 8, 10, 11, 4, 6, 9, 9]",1050,0.020885467529296875,3
simulated_annealing,15,"[10, 7, 9, 3, 12, 14, 11, 5, 1, 13, 13, 2, 6, 8, 0]",1000,0.1045997142791748,1
genetic,15,"[5, 1, 14, 10, 12, 14, 2, 4, 6, 0, 13, 13, 9, 7, 11]",1000,16.759883880615234,6
genetic2,15,"[8, 13, 2, 3, 7, 7, 12, 10, 14, 6, 8, 12, 9, 9, 0]",999,15.943483591079712,11
hill_climbing,15,"[12, 14, 3, 5, 0, 11, 4, 10, 13, 0, 2, 8, 1, 7, 9]",1050,0.02063608169555664,2
simulated_annealing,15,"[4, 1, 3, 9, 11, 13, 5, 0, 2, 11, 6, 14, 7, 10, 12]",1000,0.10506916046142578,1
genetic,15,"[7, 10, 4, 11, 1, 1, 4, 8, 0, 2, 13, 5, 13, 8, 2]",1000,16.797910690307617,9
genetic2,15,"[11, 2, 4, 13, 10, 0, 7, 6, 13, 6, 9, 3, 0, 4, 5]",999,15.96694016456604,10
hill_climbing,15,"[7, 5, 14, 1, 10, 4, 11, 8, 0, 3, 3, 0, 13, 9, 14]",1050,0.020786285400390625,4
simulated_annealing,15,"[10, 12, 4, 11, 0, 2, 5, 1, 14, 9, 14, 6, 13, 3, 7]",1000,0.10521960258483887,1
genetic,15,"[8, 11, 9, 7, 10, 14, 0, 5, 13, 11, 12, 10, 3, 13, 4]",1000,16.777200937271118,6
genetic2,15,"[5, 11, 13, 3, 10, 3, 8, 1, 7, 4, 14, 13, 9, 4, 9]",999,15.970344543457031,10
hill_climbing,15,"[0, 8, 6, 4, 7, 3, 14, 13, 10, 1, 9, 12, 5, 1, 11]",1050,0.020930051803588867,4
simulated_annealing,15,"[13, 7, 2, 12, 6, 0, 5, 10, 1, 3, 14, 12, 4, 9, 11]",1000,0.10459661483764648,1
genetic,15,"[10, 7, 9, 0, 13, 3, 8, 2, 11, 14, 10, 12, 1, 9, 13]",1000,16.84449553489685,5
genetic2,15,"[4, 0, 10, 9, 14, 12, 7, 9, 6, 13, 1, 3, 2, 4, 3]",999,15.866760015487671,12
hill_climbing,15,"[1, 11, 5, 3, 9, 0, 4, 4, 14, 5, 7, 10, 6, 2, 13]",1050,0.02071690559387207,4
simulated_annealing,15,"[9, 3, 6, 4, 2, 11, 14, 10, 13, 5, 1, 8, 0, 12, 9]",1000,0.10504841804504395,1
genetic,15,"[7, 3, 8, 12, 9, 9, 0, 3, 1, 10, 2, 5, 6, 9, 12]",1000,16.81620168685913,10
genetic2,15,"[14, 14, 11, 3, 11, 3, 2, 1, 13, 8, 2, 0, 5, 10, 5]",999,15.913935899734497,10
hill_climbing,15,"[5, 8, 6, 14, 6, 13, 1, 7, 11, 12, 3, 9, 0, 2, 10]",1050,0.02070903778076172,2
simulated_annealing,15,"[6, 2, 7, 11, 8, 0, 13, 1, 5, 12, 10, 4, 14, 9, 3]",979,0.10325360298156738,0
genetic,15,"[9, 10, 14, 4, 8, 0, 2, 13, 11, 8, 12, 6, 1, 3, 7]",1000,16.84325933456421,5
genetic2,15,"[12, 0, 3, 3, 13, 7, 8, 4, 9, 7, 5, 0, 8, 9, 5]",999,15.853113651275635,12
hill_climbing,15,"[6, 2, 11, 13, 4, 0, 14, 12, 6, 8, 5, 1, 9, 9, 10]",1050,0.020654678344726562,4
simulated_annealing,15,"[8, 3, 11, 6, 2, 9, 12, 0, 4, 1, 1, 5, 7, 10, 13]",1000,0.10592055320739746,1
genetic,15,"[12, 8, 7, 4, 3, 0, 10, 6, 11, 5, 13, 14, 6, 9, 1]",1000,16.655405282974243,8
genetic2,15,"[12, 13, 11, 0, 6, 0, 10, 8, 4, 7, 5, 10, 2, 5, 8]",999,15.77642560005188,10
hill_climbing,15,"[10, 4, 7, 14, 11, 3, 1, 5, 8, 2, 12, 7, 9, 0, 13]",1050,0.020777463912963867,2
simulated_annealing,15,"[5, 3, 12, 9, 4, 2, 13, 10, 7, 1, 6, 0, 13, 11, 8]",1000,0.10426545143127441,1
