Size,Dirt Rate,Performance,Time
16x16,0.2,0.82421875,1000
16x16,0.2,0.921875,1000
16x16,0.2,0.9609375,1000
16x16,0.2,1.0,1000
16x16,0.2,0.921875,1000
16x16,0.2,0.765625,1000
16x16,0.2,0.9609375,1000
16x16,0.2,0.9609375,1000
16x16,0.2,1.0,1000
16x16,0.4,0.7265625,1000
16x16,0.4,0.970703125,1000
16x16,0.4,0.990234375,1000
16x16,0.4,0.98046875,1000
16x16,0.4,0.8828125,1000
16x16,0.4,1.0,1000
16x16,0.4,0.98046875,1000
16x16,0.4,0.990234375,1000
16x16,0.4,0.990234375,1000
16x16,0.4,0.931640625,1000
16x16,0.8,0.9609375,1000
16x16,0.8,0.9755859375,1000
16x16,0.8,0.9951171875,1000
16x16,0.8,1.0,1000
16x16,0.8,0.9951171875,1000
16x16,0.8,0.9560546875,1000
16x16,0.8,0.931640625,1000
16x16,0.8,0.9658203125,1000
16x16,0.8,1.0,1000
16x16,0.8,0.990234375,1000
32x32,0.1,0.560546875,1000
32x32,0.1,0.28710937500000006,1000
32x32,0.1,0.48242187500000006,1000
32x32,0.1,0.40429687500000006,1000
32x32,0.1,0.70703125,1000
32x32,0.1,0.501953125,1000
32x32,0.1,0.47265625000000006,1000
32x32,0.1,0.36523437500000006,1000
32x32,0.1,0.677734375,1000
32x32,0.1,0.560546875,1000
32x32,0.2,0.501953125,1000
32x32,0.2,0.43847656250000006,1000
32x32,0.2,0.638671875,1000
32x32,0.2,0.5751953125,1000
32x32,0.2,0.6728515625,1000
32x32,0.2,0.49218750000000006,1000
32x32,0.2,0.619140625,1000
32x32,0.2,0.43359375000000006,1000
32x32,0.2,0.609375,1000
32x32,0.2,0.609375,1000
32x32,0.4,0.83642578125,1000
32x32,0.4,0.54345703125,1000
32x32,0.4,0.68017578125,1000
32x32,0.4,0.7412109375,1000
32x32,0.4,0.59228515625,1000
32x32,0.4,0.58984375,1000
32x32,0.4,0.54833984375,1000
32x32,0.4,0.76318359375,1000
32x32,0.4,0.47509765625000006,1000
32x32,0.4,0.41162109375000006,1000
32x32,0.8,0.605712890625,1000
32x32,0.8,0.781494140625,1000
32x32,0.8,0.42260742187500006,1000
32x32,0.8,0.8974609375,1000
32x32,0.8,0.79736328125,1000
32x32,0.8,0.85107421875,1000
32x32,0.8,0.671630859375,1000
32x32,0.8,0.697265625,1000
32x32,0.8,0.735107421875,1000
32x32,0.8,0.647216796875,1000
64x64,0.1,0.16503906250000006,1000
64x64,0.1,0.14550781250000006,1000
64x64,0.1,0.23828125000000006,1000
64x64,0.1,0.18457031250000006,1000
64x64,0.1,0.10888671875000006,1000
64x64,0.1,0.20654296875000006,1000
64x64,0.1,0.13574218750000006,1000
64x64,0.1,0.13574218750000006,1000
64x64,0.1,0.26269531250000006,1000
64x64,0.1,0.16259765625000006,1000
64x64,0.2,0.16992187500000006,1000
64x64,0.2,0.13696289062500006,1000
64x64,0.2,0.21508789062500006,1000
64x64,0.2,0.18701171875000006,1000
64x64,0.2,0.14672851562500006,1000
64x64,0.2,0.19555664062500006,1000
64x64,0.2,0.17968750000000006,1000
64x64,0.2,0.12963867187500006,1000
64x64,0.2,0.15405273437500006,1000
64x64,0.2,0.12963867187500006,1000
64x64,0.4,0.17236328125000006,1000
64x64,0.4,0.15527343750000006,1000
64x64,0.4,0.28344726562500006,1000
64x64,0.4,0.22180175781250006,1000
64x64,0.4,0.24499511718750006,1000
64x64,0.4,0.34692382812500006,1000
64x64,0.4,0.27551269531250006,1000
64x64,0.4,0.17480468750000006,1000
64x64,0.4,0.25781250000000006,1000
64x64,0.4,0.29443359375000006,1000
64x64,0.8,0.12628173828125006,1000
64x64,0.8,0.24163818359375006,1000
64x64,0.8,0.16290283203125006,1000
64x64,0.8,0.36676025390625006,1000
64x64,0.8,0.21936035156250006,1000
64x64,0.8,0.19494628906250006,1000
64x64,0.8,0.38476562500000006,1000
64x64,0.8,0.37957763671875006,1000
64x64,0.8,0.13757324218750006,1000
64x64,0.8,0.23004150390625006,1000
128x128,0.1,0.053955078125000056,1000
128x128,0.1,0.038085937500000056,1000
128x128,0.1,0.047851562500000056,1000
128x128,0.1,0.033813476562500056,1000
128x128,0.1,0.035644531250000056,1000
128x128,0.1,0.042968750000000056,1000
128x128,0.1,0.038696289062500056,1000
128x128,0.1,0.037475585937500056,1000
128x128,0.1,0.038696289062500056,1000
128x128,0.1,0.027099609375000056,1000
128x128,0.2,0.053039550781250056,1000
128x128,0.2,0.041442871093750056,1000
128x128,0.2,0.050292968750000056,1000
128x128,0.2,0.052734375000000056,1000
128x128,0.2,0.050903320312500056,1000
128x128,0.2,0.046936035156250056,1000
128x128,0.2,0.039916992187500056,1000
128x128,0.2,0.06951904296875006,1000
128x128,0.2,0.038085937500000056,1000
128x128,0.2,0.056091308593750056,1000
128x128,0.4,0.08126831054687506,1000
128x128,0.4,0.057312011718750056,1000
128x128,0.4,0.08538818359375006,1000
128x128,0.4,0.07623291015625006,1000
128x128,0.4,0.10507202148437506,1000
128x128,0.4,0.061889648437500056,1000
128x128,0.4,0.10705566406250006,1000
128x128,0.4,0.042358398437500056,1000
128x128,0.4,0.09622192382812506,1000
128x128,0.4,0.09149169921875006,1000
128x128,0.8,0.08271789550781256,1000
128x128,0.8,0.12071228027343756,1000
128x128,0.8,0.11552429199218756,1000
128x128,0.8,0.11003112792968756,1000
128x128,0.8,0.10560607910156256,1000
128x128,0.8,0.08309936523437506,1000
128x128,0.8,0.10446166992187506,1000
128x128,0.8,0.09286499023437506,1000
128x128,0.8,0.12345886230468756,1000
128x128,0.8,0.10774230957031256,1000
